,terms,freq
3155,performed,17
3156,performing,1
3157,perhaps,1
3158,perinatal,4
3159,perinatally,2
3160,period,12
3161,periods,1
3162,peripartum,6
3163,peripheral,5
3164,peritoneal,1
3165,permanente,1
3166,permeability,1
3167,permit,1
3168,persistence,7
3169,persistent,6
3170,person,3
3171,personal,6
3172,personalized,1
3173,personnel,4
3174,persons,15
3175,perspective,2
3176,perspectives,1
3177,pertinent,2
3178,pfizer,6
3179,pfizerbiontech,10
3180,pg,1
3181,phagedisplay,1
3182,phagocytosis,1
3183,pharma,1
3184,pharmaceuticals,1
3185,pharmacokinetic,2
3186,pharmacological,4
3187,pharmacologically,1
3188,pharmacology,2
3189,pharmacotherapies,1
3190,pharmacovigilance,1
3191,phase,23
3192,phases,5
3193,phenomenon,2
3194,phenotype,1
3195,phenotypic,1
3196,philadelphia,1
3197,phosphate,1
3198,phosphodiesterase,1
3199,phosphoguanine,1
3200,phosphoguanosine,1
3201,phylogenetic,2
3202,physical,3
3203,physicochemical,2
3204,physiological,1
3205,phytochemical,1
3206,picture,2
3207,pile,1
3208,pilot,1
3209,pin,2
3210,pipeline,1
3211,pitfalls,1
3212,pivotal,1
3213,pl,1
3214,pla,4
3215,place,3
3216,placebo,9
3217,placebocontrolled,2
3218,places,1
3219,plan,3
3220,plandostudyact,2
3221,planned,1
3222,plans,1
3223,plant,1
3224,plants,4
3225,plasma,4
3226,platforms,6
3227,plausible,1
3228,play,4
3229,plays,2
3230,pleiotropic,1
3231,plus,3
3232,plwh,8
3233,pma,1
3234,pmc,1
3235,pmol,1
3236,pneumocystis,1
3237,pneumonia,9
3238,point,4
3239,pointes,1
3240,points,6
3241,policies,1
3242,policy,1
3243,political,5
3244,polyarteritis,3
3245,polyarthralgia,1
3246,polyarthritis,1
3247,polylactic,1
3248,polymerase,4
3249,polyphenols,2
3250,polyvinyl,1
3251,polyvinylpyrrolidone,1
3252,pooled,17
3253,pooling,1
3254,poor,11
3255,poorer,3
3256,poorest,1
3257,poorly,4
3258,population,25
3259,populations,15
3260,portable,1
3261,portal,1
3262,portion,1
3263,pose,1
3264,posed,1
3265,poses,2
3266,positioned,1
3267,positive,36
3268,positivity,11
3269,possess,1
3270,possessed,1
3271,possessing,1
3272,possibilities,1
3273,possibility,3
3274,possible,22
3275,possibly,3
3276,post,2
3277,postinjection,1
3278,postintervention,1
3279,postlicensure,4
3280,postmarketing,1
3281,postoperative,1
3282,postpartum,2
3283,postvaccination,3
3284,potency,2
3285,potent,4
3286,potential,39
3287,potentiality,1
3288,potentially,8
3289,powerful,2
3290,ppi,3
3291,ppis,1
3292,practical,1
3293,practice,2
3294,practices,9
3295,pre,2
3296,prec,7
3297,precautions,4
3298,preclinical,7
3299,precore,4
3300,precorerelated,1
3301,predict,4
3302,predicted,1
3303,predicting,2
3304,prediction,1
3305,predictive,2
3306,predictor,1
3307,predictors,10
3308,predischarge,1
3309,predominant,1
3310,predominantly,1
3311,preexisting,6
3312,preexposure,1
3313,preferably,1
3314,preference,4
3315,preferential,1
3316,preferred,4
3317,prefusion,3
3318,pregnancy,10
3319,pregnant,9
3320,prelicensure,1
3321,premises,1
3322,prep,1
3323,prepandemic,1
3324,preparation,1
3325,prepare,2
3326,prepared,3
3327,preparedness,1
3328,preparing,1
3329,preprint,2
3330,preregistered,1
3331,pres,5
3332,prescribed,1
3333,prescribers,1
3334,prescribing,3
3335,presence,6
3336,presensitization,1
3337,present,21
3338,presented,5
3339,presenting,1
3340,presently,2
3341,presents,2
3342,preserve,1
3343,press,1
3344,pressing,1
3345,pressure,5
3346,presumably,1
3347,presymptomatic,1
3348,prevaccination,1
3349,prevalence,10
3350,prevalent,4
3351,prevent,25
3352,preventable,1
3353,preventative,2
3354,prevented,1
3355,preventing,7
3356,prevention,35
3357,preventive,5
3358,previous,20
3359,previously,8
3360,price,1
3361,prices,1
3362,pricing,1
3363,primary,33
3364,primates,1
3365,principal,2
3366,print,1
3367,prior,15
3368,prioritize,1
3369,prioritized,3
3370,prioritizing,3
3371,priority,2
3372,private,1
3373,pro,3
3374,proactively,1
3375,proapoptotic,1
3376,probabilistic,1
3377,probability,6
3378,probable,1
3379,probably,3
3380,problem,6
3381,problems,7
3382,proceeding,1
3383,process,6
3384,processed,1
3385,processes,5
3386,processing,1
3387,produce,4
3388,produced,7
3389,producibility,1
3390,producing,1
3391,product,5
3392,production,2
3393,products,7
3394,professional,7
3395,professionals,5
3396,profile,13
3397,profiles,7
3398,proforma,3
3399,profoundly,1
3400,progenitors,1
3401,prognosis,1
3402,prognostic,1
3403,program,4
3404,programmatically,1
3405,programme,1
3406,programmes,4
3407,programs,4
3408,progress,11
3409,progressed,1
3410,progressing,3
3411,progression,14
3412,progressive,3
3413,proinflammatory,5
3414,project,1
3415,projects,1
3416,proliferating,1
3417,prolongation,3
3418,prolonged,2
3419,prominent,1
3420,promise,2
3421,promising,16
3422,promote,3
3423,promoted,2
3424,promotes,2
3425,promotion,1
3426,prompted,1
3427,pronounced,1
3428,propagation,1
3429,propensity,3
3430,proper,1
3431,properly,1
3432,properties,7
3433,property,4
3434,prophylactic,4
3435,prophylactics,1
3436,prophylaxis,25
3437,propolis,1
3438,proportion,15
3439,proportions,1
3440,propose,2
3441,proposed,8
3442,pros,1
3443,prospective,5
3444,prospectively,1
3445,prospero,2
3446,protease,4
3447,protect,6
3448,protected,1
3449,protecting,2
3450,protection,24
3451,protective,21
3452,protein,12
3453,proteinbased,2
3454,proteinprotein,2
3455,proteins,10
3456,proteinuria,1
3457,proteolytic,1
3458,proteomics,1
3459,prothrombin,2
3460,protocol,13
3461,protocols,4
3462,prototype,1
3463,proved,3
3464,proven,2
3465,proves,1
3466,provide,16
3467,provided,4
3468,provider,3
3469,providers,8
3470,provides,8
3471,providing,6
3472,provinces,2
3473,provoked,1
3474,proximal,1
3475,public,28
3476,publications,2
3477,publics,1
3478,published,18
3479,pubmed,9
3480,pulmonary,2
3481,punctured,1
3482,purpose,7
3483,purposed,1
3484,purposes,1
3485,purposive,1
3486,pursuing,1
3487,pushed,1
3488,put,2
3489,putative,1
3490,puts,1
3491,pva,2
3492,pvalue,1
3493,pvp,2
3494,pwid,5
3495,py,3
3496,pyrexia,1
3497,qalys,3
3498,qing,1
3499,qt,3
3500,qtdrugs,1
3501,qtprolongation,2
3502,qualification,2
3503,qualified,3
3504,qualify,1
3505,qualitative,1
3506,quality,6
3507,qualityadjusted,1
3508,quantification,3
3509,quantified,2
3510,quantify,2
3511,quantitative,4
3512,quarantine,1
3513,quarantines,1
3514,quarter,1
3515,questionnaire,2
3516,questions,3
3517,quetiapine,2
3518,quickly,1
3519,quite,3
3520,quo,1
3521,r,32
3522,race,2
3523,raced,1
3524,racing,1
3525,racism,1
3526,radicalscavenging,1
3527,radiological,2
3528,radiologists,2
3529,raised,1
3530,raises,1
3531,raising,1
3532,random,3
3533,randomeffects,1
3534,randomised,4
3535,randomization,1
3536,randomized,16
3537,randomly,4
3538,range,9
3539,ranged,4
3540,ranging,4
3541,rapid,18
3542,rapidly,6
3543,rare,2
3544,rarely,5
3545,ras,1
3546,rash,1
3547,rate,54
3548,rates,37
3549,rather,2
3550,ratio,9
3551,rational,1
3552,rationale,1
3553,ratios,7
3554,ravaging,1
3555,raw,1
3556,rct,1
3557,rcts,10
3558,rdrp,1
3559,rdv,1
3560,reach,1
3561,reached,2
3562,reaching,1
3563,reaction,5
3564,reactions,12
3565,reactivated,1
3566,reactivates,1
3567,reactivation,19
3568,reactive,3
3569,reactogenicities,1
3570,reactogenicity,1
3571,readers,1
3572,ready,1
3573,realistic,1
3574,realistically,1
3575,reason,6
3576,reasons,2
3577,reassuring,4
3578,recall,2
3579,receipt,6
3580,receive,10
3581,received,30
3582,receiver,2
3583,receives,2
3584,receiving,22
3585,recent,19
3586,recently,9
3587,receptor,5
3588,receptormediated,1
3589,receptors,1
3590,receptort,1
3591,recipient,2
3592,recipients,7
3593,recognition,2
3594,recombinant,14
3595,recombivaxhb,3
3596,recommend,4
3597,recommendation,14
3598,recommendations,13
3599,recommended,17
3600,recommends,3
3601,record,2
3602,recorded,1
3603,records,2
3604,recovered,5
3605,recovery,3
3606,recruit,1
3607,recruited,4
3608,recurrence,8
3609,recurrencefree,1
3610,redouble,1
3611,reduce,12
3612,reduced,12
3613,reduces,2
3614,reducing,7
3615,reduction,14
3616,reengage,1
3617,reference,8
3618,references,1
3619,referred,2
3620,referring,1
3621,refined,1
3622,reflect,1
3623,reflecting,3
3624,reflection,1
3625,refractoriness,1
3626,refractory,2
3627,refusal,5
3628,regard,2
3629,regarded,2
3630,regarding,14
3631,regardless,3
3632,regenerationrelated,1
3633,regenerative,1
3634,regimen,7
3635,regimens,7
3636,region,2
3637,regional,2
3638,regions,5
3639,regionspecific,1
3640,register,1
3641,registered,4
3642,registration,3
3643,registry,3
3644,regression,10
3645,regularly,1
3646,regulate,1
3647,regulated,1
3648,regulating,1
3649,regulation,1
3650,regulatory,5
3651,reinfected,1
3652,reinfection,3
3653,reinforce,1
3654,reinforcing,2
3655,reject,2
3656,relapsed,1
3657,related,24
3658,relates,1
3659,relation,2
3660,relationship,2
3661,relationships,2
3662,relative,10
3663,relatively,3
3664,release,12
3665,released,3
3666,releases,2
3667,releasing,1
3668,relevance,2
3669,relevant,6
3670,relied,1
3671,relief,1
3672,relieve,2
3673,relieves,1
3674,reluctant,2
3675,rely,2
3676,remain,2
3677,remained,4
3678,remaining,1
3679,remains,13
3680,remarkable,2
3681,remarkably,2
3682,remdesivir,14
3683,remedial,1
3684,reminiscent,1
3685,remission,1
3686,remittingrecurrent,1
3687,removal,1
3688,removed,1
3689,renal,7
3690,reninangiotensin,1
3691,repair,1
3692,repairing,1
3693,repairs,1
3694,reperfusion,1
3695,replication,13
3696,report,8
3697,reported,36
3698,reporting,6
3699,reports,7
3700,repositioned,1
3701,repositioning,2
3702,represent,3
3703,representing,1
3704,represents,5
3705,repression,1
3706,reproductive,1
3707,repurposing,3
3708,require,4
3709,required,11
3710,requirement,1
3711,requirements,1
3712,requires,6
3713,requiring,1
3714,research,19
3715,researchers,6
3716,researches,1
3717,resection,1
3718,reservoir,1
3719,residence,2
3720,residents,2
3721,resistance,4
3722,resolution,1
3723,resolve,1
3724,resolved,6
3725,resourcelimited,1
3726,resources,5
3727,respect,1
3728,respective,1
3729,respectively,24
3730,respiration,1
3731,respiratory,51
3732,respond,1
3733,responded,2
3734,respondents,2
3735,responders,4
3736,response,71
3737,responses,21
3738,responsible,4
3739,responsiveness,2
3740,rest,1
3741,restoration,1
3742,restore,2
3743,restriction,2
3744,result,13
3745,resulted,13
3746,resulting,6
3747,results,78
3748,retaining,1
3749,retention,2
3750,retested,1
3751,retinopathy,1
3752,retrieved,2
3753,retrospective,6
3754,retrospectively,5
3755,return,3
3756,revaccinate,1
3757,revaccination,5
3758,revealed,8
3759,reveals,3
3760,reversal,1
3761,reverse,3
3762,reversetranscribed,1
3763,review,82
3764,reviewed,7
3765,reviewers,2
3766,reviewing,1
3767,reviews,7
3768,revised,1
3769,rhbcag,1
3770,rhbsag,2
3771,rheumatic,9
3772,rhythm,1
3773,ribavirin,3
3774,rigorously,1
3775,rise,2
3776,rising,2
3777,risk,84
3778,riskbenefit,1
3779,riskofbias,1
3780,risks,8
3781,risperidone,1
3782,ritonavir,9
3783,rituximab,1
3784,rna,11
3785,rnabased,1
3786,rnadependent,1
3787,rnas,3
3788,robust,4
3789,robustness,1
3790,role,19
3791,roles,5
3792,rollout,4
3793,room,1
3794,roots,1
3795,route,3
3796,routes,3
3797,routine,6
3798,routinely,1
3799,rr,21
3800,rrr,3
3801,rrs,3
3802,rtmi,1
3803,rtpcr,3
3804,rtx,2
3805,run,1
3806,rural,1
3807,russia,1
3808,rzv,5
3809,safe,19
3810,safely,1
3811,safety,69
3812,sage,2
3813,saline,1
3814,sample,2
3815,sampled,1
3816,samples,9
3817,sampling,2
3818,sardinia,1
3819,sars,8
3820,sarscov,119
3821,sarscovii,1
3822,sarsrelated,1
3823,sativa,1
3824,sativum,2
3825,save,3
3826,saved,1
3827,saving,1
3828,savings,1
3829,sc,7
3830,scale,3
3831,scalefree,1
3832,scaleup,1
3833,scaling,4
3834,scarce,2
3835,scarcity,1
3836,scenario,5
3837,scenarios,3
3838,schedule,4
3839,schedules,1
3840,scholar,3
3841,scibvac,2
3842,science,4
3843,sciences,1
3844,scientific,13
3845,scientists,3
3846,scoping,1
3847,scopus,7
3848,score,4
3849,scorematched,2
3850,scores,1
3851,screened,7
3852,screening,13
3853,scutellaria,1
3854,sd,3
3855,se,7
3856,search,16
3857,searched,7
3858,searches,2
3859,searching,1
3860,seasonal,1
3861,second,7
3862,secondary,13
3863,secondgeneration,1
3864,secretary,1
3865,secreting,1
3866,secretion,2
3867,secretome,6
3868,secretory,1
3869,section,2
3870,sections,1
3871,sector,2
3872,sectors,1
3873,secure,1
3874,security,1
3875,seeking,4
3876,seems,6
3877,seen,2
3878,seir,1
3879,select,3
3880,selected,4
3881,selection,4
3882,selective,1
3883,selects,1
3884,selenium,1
3885,selfadministered,1
3886,selfassembly,2
3887,selflimiting,1
3888,selfprotection,1
3889,selfreport,1
3890,selfreported,1
3891,semistructured,1
3892,sense,2
3893,sensitive,1
3894,sensitivity,7
3895,sensitize,1
3896,separate,1
3897,separated,1
3898,separately,2
3899,sepsis,3
3900,septic,1
3901,sequalae,1
3902,sequelae,2
3903,sequence,2
3904,sequences,1
3905,sequencing,2
3906,sequential,1
3907,sequentially,1
3908,series,17
3909,serine,1
3910,serious,16
3911,seriously,1
3912,seroclearance,2
3913,seroconversion,12
3914,seroconvert,1
3915,seroconverted,2
3916,serologic,5
3917,serological,8
3918,serologies,2
3919,serology,3
3920,serologybased,1
3921,seronegative,3
3922,seropositive,5
3923,seropositivity,4
3924,seroprotection,19
3925,seroprotective,2
3926,seroreversion,1
3927,serostatus,4
3928,sertoluzimab,2
3929,serum,23
3930,serve,2
3931,servers,1
3932,service,5
3933,services,5
3934,serving,1
3935,set,4
3936,sets,3
3937,setting,9
3938,settings,8
3939,setup,1
3940,seven,2
3941,several,28
3942,severe,70
3943,severely,3
3944,severity,10
3945,sex,8
3946,sexual,1
3947,shall,1
3948,shape,1
3949,shared,4
3950,shares,2
3951,shed,1
3952,shock,1
3953,short,7
3954,shorten,1
3955,shortening,1
3956,shorter,2
3957,shortterm,6
3958,shot,3
3959,shots,5
3960,show,8
3961,showed,15
3962,showing,5
3963,shown,15
3964,shows,6
3965,sickness,1
3966,side,15
3967,sided,1
3968,sierra,1
3969,sign,3
3970,signal,1
3971,signaling,4
3972,signalling,4
3973,signals,1
3974,significance,1
3975,significant,25
3976,significantly,47
3977,signs,7
3978,silac,1
3979,silencing,1
3980,silvestrol,1
3981,similar,11
3982,similarities,1
3983,similarity,2
3984,similarly,2
3985,simplified,5
3986,simulate,1
3987,simulated,2
3988,simulation,2
3989,simulations,2
3990,simultaneous,1
3991,simultaneously,1
3992,since,17
3993,sinensis,2
3994,single,5
3995,singleantigen,2
3996,singlearm,2
3997,singleblind,1
3998,singlestranded,1
3999,singularly,1
4000,sinopharm,2
4001,sinovac,1
4002,site,4
4003,sites,2
4004,situation,2
4005,situations,1
4006,six,6
4007,size,4
4008,skepticism,1
4009,skin,27
4010,slightly,1
4011,slow,4
4012,slowly,1
4013,small,5
4014,smallmolecule,1
4015,smallpox,1
4016,sobering,1
4017,social,8
4018,socialcultural,1
4019,societal,2
4020,societies,1
4021,society,2
4022,sociodemographic,1
4023,socioeconomic,4
4024,sofosbuvir,2
4025,solid,4
4026,solutions,1
4027,sometimes,2
4028,somewhat,1
4029,sonography,1
4030,soon,6
4031,sorted,1
4032,sot,3
4033,sotetsuflavone,1
4034,sought,3
4035,source,1
4036,sources,7
4037,south,5
4038,southeast,1
4039,southern,1
4040,soybean,1
4041,sparse,1
4042,speaking,1
4043,special,5
4044,specialised,1
4045,specialized,2
4046,specialties,1
4047,species,1
4048,specific,20
4049,specifically,5
4050,specificity,5
4051,specifics,1
4052,specimens,1
4053,speed,9
4054,speeds,1
4055,spending,1
4056,spice,1
4057,spike,9
4058,spite,2
4059,spleens,1
4060,spleensystems,1
4061,splenectomy,1
4062,splenic,2
4063,splenomegaly,1
4064,spontaneous,1
4065,spp,3
4066,spr,10
4067,spread,19
4068,spreads,1
4069,sprs,1
4070,spss,2
4071,ssa,3
4072,st,3
4073,stability,3
4074,stabilityputting,1
4075,stabilized,2
4076,stable,2
4077,staff,2
4078,stage,6
4079,stages,3
4080,stakeholder,1
4081,stance,1
4082,standard,17
4083,standarderythema,1
4084,standardised,1
4085,start,3
4086,started,1
4087,starting,4
4088,state,6
4089,stated,2
4090,statement,1
4091,states,11
4092,statespecific,1
4093,statistic,1
4094,statistical,5
4095,statistically,5
4096,status,15
4097,stay,4
4098,steadily,1
4099,stem,16
4100,step,2
4101,steroids,1
4102,still,17
4103,stimulate,1
4104,stimulated,2
4105,stimulating,2
4106,stimulation,1
4107,stitching,1
4108,stomach,7
4109,stop,3
4110,stopping,2
4111,storage,1
4112,stored,1
4113,storm,14
4114,storms,1
4115,strains,4
4116,strategies,35
4117,strategy,17
4118,stratification,2
4119,stratified,3
4120,strength,2
4121,strengthen,1
4122,strong,8
4123,stronger,1
4124,strongly,3
4125,structure,3
4126,structured,1
4127,structures,3
4128,students,7
4129,studied,10
4130,studies,86
4131,study,113
4132,subclass,1
4133,subclinical,1
4134,subcutaneous,1
4135,subdetection,1
4136,subgenotype,1
4137,subgenus,1
4138,subgroups,1
4139,subject,2
4140,subjected,1
4141,subjects,18
4142,submitted,1
4143,subsaharan,1
4144,subsequent,3
4145,subsequently,2
4146,subset,2
4147,subsets,2
4148,substances,4
4149,substantial,5
4150,substantially,2
4151,substitute,1
4152,subunit,1
4153,success,7
4154,successes,1
4155,successful,8
4156,successfully,5
4157,sudan,1
4158,suffer,1
4159,suffering,1
4160,sufficiency,2
4161,sufficient,2
4162,suggest,12
4163,suggested,7
4164,suggesting,4
4165,suggestion,2
4166,suggestions,1
4167,suggestive,2
4168,suggests,11
4169,suitable,6
4170,suited,1
4171,sumac,6
4172,summarised,1
4173,summarises,1
4174,summarize,6
4175,summarized,5
4176,summarizes,4
4177,summarizing,4
4178,summary,5
4179,summer,1
4180,sunlight,2
4181,superior,3
4182,supervising,1
4183,supervision,1
4184,supplementation,4
4185,supplies,3
4186,supply,3
4187,supplyside,1
4188,support,11
4189,supported,2
4190,supporting,1
4191,supportive,8
4192,supports,2
4193,suppress,3
4194,suppresses,1
4195,suppression,6
4196,surface,35
4197,surgical,1
4198,surrounding,2
4199,surveillance,4
4200,survey,16
4201,surveyed,2
4202,surveys,4
4203,survival,7
4204,survivors,6
4205,susceptibility,2
4206,susceptible,3
4207,sustain,1
4208,sustainable,1
4209,sustained,3
4210,svr,2
4211,switch,1
4212,switched,1
4213,switchto,5
4214,switzerland,1
4215,symptom,1
4216,symptomatic,1
4217,symptoms,18
4218,syncope,1
4219,syncytial,2
4220,syndrome,40
4221,syndromecoronavirus,1
4222,syndromes,1
4223,syndromic,1
4224,synergic,1
4225,synthesis,1
4226,synthesize,1
4227,synthetic,1
4228,system,21
4229,systematic,13
4230,systematically,3
4231,systemic,9
4232,systems,5
4233,tablet,1
4234,tackle,1
4235,taf,7
4236,tail,1
4237,tailor,1
4238,tailored,2
4239,take,8
4240,takeaways,1
4241,taken,3
4242,taking,4
4243,tale,1
4244,tannins,1
4245,tanzania,1
4246,target,12
4247,targeted,7
4248,targeting,5
4249,targets,14
4250,targetspecific,1
4251,taskforce,1
4252,tav,4
4253,tcell,1
4254,tcm,2
4255,tcmherbmeridian,1
4256,td,1
4257,tdf,14
4258,tdp,3
4259,tea,1
4260,team,1
4261,technical,1
4262,technicians,1
4263,technique,3
4264,techniques,4
4265,technological,2
4266,technologies,2
4267,technology,3
4268,telbivudine,4
4269,telephone,1
4270,template,1
4271,ten,3
4272,tends,1
4273,tenet,1
4274,tenofovir,28
4275,tens,2
4276,term,1
4277,termed,1
4278,termini,1
4279,terms,5
4280,terpenoids,1
4281,territories,1
4282,tertiary,2
4283,tertiarycenters,1
4284,test,8
4285,tested,13
4286,testing,22
4287,tests,5
4288,th,3
4289,thalassemia,1
4290,thanks,1
4291,theatre,1
4292,themes,2
4293,theoretical,2
4294,therapeutic,33
4295,therapeutics,11
4296,therapies,28
4297,therapy,75
4298,therapyareas,1
4299,thereby,2
4300,therefore,10
4301,third,4
4302,thirdgeneration,4
4303,thirteen,3
4304,thirty,1
4305,thirtyfour,1
4306,thorough,1
4307,thoroughly,2
4308,though,6
4309,threat,6
4310,threatening,1
4311,threatens,1
4312,three,30
4313,threedose,4
4314,thresholds,1
4315,thrombocytes,1
4316,thromboembolic,1
4317,thromboembolism,1
4318,thrombosis,3
4319,thrombotic,1
4320,throughout,6
4321,thus,9
4322,thymus,1
4323,tight,1
4324,tightly,1
4325,till,1
4326,time,36
4327,timeline,1
4328,timeliness,2
4329,timely,3
4330,times,7
4331,timing,3
4332,tinnitus,1
4333,tips,5
4334,tissue,5
4335,tissues,2
4336,titer,12
4337,titers,13
4338,titles,1
4339,titre,2
4340,titres,6
4341,tlr,1
4342,tn,4
4343,tnf,1
4344,tnfalpha,1
4345,tocilizumab,18
4346,together,7
4347,tolerance,1
4348,tolerated,3
4349,toll,1
4350,tolls,1
4351,took,1
4352,tool,1
4353,tools,2
4354,topic,2
4355,topological,1
4356,torsade,1
4357,total,15
4358,touted,1
4359,tovg,1
4360,toward,2
4361,towards,7
4362,toxic,1
4363,toxicity,1
4364,track,2
4365,tracking,1
4366,tract,3
4367,traditional,4
4368,traditionally,2
4369,tragic,1
4370,trainees,2
4371,training,4
4372,transaminase,2
4373,transcription,2
4374,transcriptional,1
4375,transfected,1
4376,transfer,2
4377,transferred,1
4378,transient,1
4379,translate,1
4380,translated,1
4381,translational,1
4382,transmembrane,1
4383,transmission,27
4384,transmitted,2
4385,transparent,1
4386,transplant,5
4387,transplantation,5
4388,transplanted,2
4389,travelers,2
4390,treat,16
4391,treatb,4
4392,treated,28
4393,treating,10
4394,treatment,184
4395,treatmentnaive,2
4396,treatments,17
4397,tremendous,2
4398,trend,1
4399,trial,29
4400,trials,61
4401,triantigenic,1
4402,tries,1
4403,trillions,1
4404,trimester,1
4405,triumphs,1
4406,trivial,1
4407,trojan,1
4408,trust,3
4409,trusted,2
4410,ttest,2
4411,tuberculosis,3
4412,tubular,1
4413,tumor,1
4414,tumors,1
4415,tumours,1
4416,turn,1
4417,twelve,1
4418,twenty,2
4419,twentyfive,2
4420,twentyone,2
4421,twentythree,1
4422,two,34
4423,twodose,6
4424,type,4
4425,types,6
4426,typhoid,1
4427,typically,1
4428,tyrosine,1
4429,u,3
4430,uganda,3
4431,ugandan,1
4432,uk,1
4433,ul,1
4434,ulcers,1
4435,ultimately,1
4436,unanticipated,1
4437,unavailability,1
4438,uncertainty,3
4439,unclear,2
4440,uncommon,1
4441,uncontrollable,1
4442,uncontrolled,1
4443,undergoing,7
4444,underlying,8
4445,underpinning,1
4446,understand,4
4447,understandable,1
4448,understanding,13
4449,understood,5
4450,understudied,1
4451,undertake,1
4452,undertaken,2
4453,undertaking,1
4454,underway,2
4455,underwent,5
4456,undetectable,3
4457,unethical,1
4458,unfeasible,1
4459,unfolding,1
4460,unfolds,1
4461,uniformed,1
4462,uniformity,1
4463,unilateral,4
4464,unimmunized,1
4465,unique,3
4466,unit,1
4467,united,12
4468,univariable,1
4469,universal,7
4470,university,8
4471,unknown,7
4472,unless,1
4473,unlike,1
4474,unlikely,2
4475,unmanageable,1
4476,unnecessary,1
4477,unparalleled,2
4478,unprecedented,5
4479,unpredictable,1
4480,unrelated,1
4481,unrelenting,1
4482,unresolved,2
4483,unsettled,1
4484,unsure,2
4485,untoward,1
4486,untreated,2
4487,unvaccinated,3
4488,unwilling,1
4489,update,3
4490,updated,8
4491,updating,1
4492,upon,2
4493,upper,2
4494,upregulated,1
4495,uptake,16
4496,uptodate,1
4497,urgent,11
4498,urgently,7
4499,urticaria,1
4500,urticarial,1
4501,us,17
4502,usa,3
4503,usage,3
4504,usd,4
4505,use,59
4506,used,62
4507,useful,10
4508,usefulness,1
4509,usfda,3
4510,using,43
4511,usually,4
4512,utility,2
4513,utilization,2
4514,utilize,1
4515,utilized,3
4516,utilizing,1
4517,uv,1
4518,vaccinate,1
4519,vaccinated,17
4520,vaccination,144
4521,vaccinationrate,1
4522,vaccinationrelated,1
4523,vaccinations,10
4524,vaccinationspecific,1
4525,vaccine,388
4526,vaccineassociated,1
4527,vaccineboosted,1
4528,vaccinecoverage,1
4529,vaccinehesitant,1
4530,vaccineinduced,3
4531,vaccinepreventable,1
4532,vaccines,126
4533,vaccinology,2
4534,vaers,1
4535,vaginal,1
4536,vah,2
4537,validate,2
4538,validated,1
4539,validation,3
4540,valuable,1
4541,valuation,2
4542,valued,1
4543,values,5
4544,variability,1
4545,variable,3
4546,variables,4
4547,variants,3
4548,varied,3
4549,variety,7
4550,various,7
4551,vary,3
4552,varying,1
4553,vascular,3
4554,vasculitis,3
4555,vasodilator,2
4556,vc,3
4557,vector,1
4558,vectors,2
4559,vehicles,1
4560,venous,2
4561,ventilation,6
4562,ventilator,1
4563,verified,1
4564,verify,4
4565,version,2
4566,versus,9
4567,vertebrate,1
4568,vertical,2
4569,vertigo,2
4570,vesicles,1
4571,vesicular,1
4572,vestibulotoxicity,1
4573,via,4
4574,viability,1
4575,vietnam,6
4576,view,2
4577,viewpoint,1
4578,views,1
4579,vintage,1
4580,viraemic,1
4581,viral,60
4582,viralvectorbased,1
4583,viremia,5
4584,virions,1
4585,virologic,3
4586,virological,1
4587,virology,1
4588,virtual,1
4589,virulence,1
4590,virus,129
4591,viruses,9
4592,virushost,1
4593,viruslikeparticlebased,1
4594,virusrelated,1
4595,visited,1
4596,visits,1
4597,vital,5
4598,vitamin,16
4599,vitamins,1
4600,vitro,6
4601,vivo,4
4602,viz,1
4603,voice,1
4604,volunteers,3
4605,vqr,3
4606,vs,36
4607,vulgaris,1
4608,vulnerable,2
4609,vzv,1
4610,wait,1
4611,wanfang,1
4612,waning,1
4613,war,1
4614,warn,1
4615,warned,1
4616,warning,1
4617,warp,1
4618,warranted,2
4619,wave,1
4620,way,6
4621,ways,4
4622,wealth,1
4623,web,3
4624,website,1
4625,week,3
4626,weeks,15
4627,weighing,1
4628,weight,4
4629,well,29
4630,welldesigned,1
4631,welltolerated,1
4632,wen,1
4633,west,3
4634,western,1
4635,whatever,1
4636,whereas,5
4637,whether,10
4638,whilst,1
4639,white,4
4640,whitney,1
4641,whoever,1
4642,whole,2
4643,whos,1
4644,whose,3
4645,wide,1
4646,widely,8
4647,widening,1
4648,widespread,4
4649,willing,5
4650,willingness,3
4651,willingnesstopay,1
4652,windows,1
4653,winter,2
4654,wintertime,1
4655,wish,1
4656,withholding,1
4657,within,25
4658,without,19
4659,women,17
4660,word,1
4661,words,1
4662,work,6
4663,worked,1
4664,workers,6
4665,workflow,2
4666,working,3
4667,workload,2
4668,workplace,2
4669,world,29
4670,worlds,2
4671,worldwide,27
4672,worse,1
4673,worsening,3
4674,worthy,1
4675,would,14
4676,wreaked,1
4677,writing,1
4678,wtp,10
4679,wuhan,6
4680,wwwclinicaltrialsgov,1
4681,x,5
4682,year,10
4683,yearold,1
4684,years,70
4685,yen,2
4686,yenimahalle,1
4687,yes,4
4688,yet,6
4689,yongin,1
4690,young,6
4691,younger,5
4692,zero,1
4693,zhuang,1
4694,zika,1
4695,zinc,2
4696,zingiber,1
4697,zone,1
4698,zoonotic,1
4699,zoster,2
